NewsID	NewsTypeID	Title	SubTitle	Summary	Article	DateArticle	DateRelease	DateArchive	Active	Tags	URL
182	2	Webstore Sale!			<p>Spring is in the air and we're feeling pretty generous so we decided to throw a webstore sale! <br />  <br />  Save on select items from now through to April 21! <br />  <br />  Lady Killer T-Shirt<br />  Features the design of &quot;The Lady Killer&quot; Poster<br />  <del>Was $20.00</del> $15.00<br />  <a href="http://www.ceelogreen.com/us-store.htm">Buy Now</a><br />    <img src="http://flash.atlrec.com/cee_lo_green/ladykiller_tshirt_250.jpg" alt="" /> <br />  <br />  Lady Killer Poster<br />  18&quot;x24&quot; screenprinted poster<br />  <del>Was $10.00</del> $8.00<br />  <a href="http://www.ceelogreen.com/us-store.htm">Buy Now</a><br />    <img src="http://flash.atlrec.com/cee_lo_green/ladykiller_poster_250.jpg" alt="" /> <br />  <br />  The Lady Killer - Digital Album<br />  Get the 14-track CD downloaded instantly after your purchase.<br />  <del>Was $9.99</del> $8.99<br />  <a href="http://www.ceelogreen.com/us-store.htm">Buy Now</a><br />    <img src="http://flash.atlrec.com/cee_lo_green/ladykiller_digital_250.jpg" alt="" />  <br /><br />    The Lady Killer - CD<br />  14 Tracks including the hit singles, "F**k You" and "Bright Lights Bigger City"<br />    <del>Was $12.99</del> $10.99<br />  <a href="http://www.ceelogreen.com/us-store.htm">Buy Now</a><br />  <img src="http://flash.atlrec.com/cee_lo_green/ladykiller_cd_250.jpg">      </p>	2011-04-14 17:37:00.000	2011-04-14 17:14:00.000	2021-04-14 00:00:00.000	1		http://www.ceelogreen.com/news,view_182.htm
183	0	Cee Lo Remixes Oprah!			<p>Cee Lo bought his special sparkle to The Oprah Winfrey show yesterday and treated the audience to a live performance during which he remixed the show's theme song &quot;Run On&quot;! Watch this incredible performance below and an interview in the green room right after</p>  <object width="100%" height="349"><param name="movie" value="http://www.youtube.com/v/bxEYnEGoF-k?fs=1&amp;hl=en_US&amp;rel=0"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/bxEYnEGoF-k?fs=1&amp;hl=en_US&amp;rel=0" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="100%" height="349"></embed></object>  <p>&nbsp;</p>  <object width="100%" height="349"><param name="movie" value="http://www.youtube.com/v/IQPAJFILMbQ?fs=1&amp;hl=en_US&amp;rel=0"></param><param name="allowFullScreen" value="true"></param><param name="allowscriptaccess" value="always"></param><embed src="http://www.youtube.com/v/IQPAJFILMbQ?fs=1&amp;hl=en_US&amp;rel=0" type="application/x-shockwave-flash" allowscriptaccess="always" allowfullscreen="true" width="100%" height="349"></embed></object>	2011-04-15 20:25:00.000	2011-04-15 20:15:00.000	2021-04-15 00:00:00.000	1		http://www.ceelogreen.com/news,view_183.htm
184	2	All-Star 'Crazy' Performance			<p>Get a special preview of Christina Aguilera, Blake Shelton, and Adam Levine performing an amazing version of Gnarls Barkley's &quot;Crazy&quot; WITH Cee Lo!  <br />  <br />  The Voice premieres on NBC next Tuesday at 9/8c, get a sneak peek of it TONIGHT at 11:35e/10:35c as a lead in to the Tonight Show with Jay Leno.</p>  <object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" id="dmlkZW9faWQ9MTMyMTY2NA==" width="512" height="354" align="middle">  <param name="allowScriptAccess" value="always" />  <param name="allowFullScreen" value="true" />  <param name="movie" value="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http%3A%2F%2Fwww.nbc.com%2Fservice%2Fvideowidget%2Fparams%2FdmlkZW9faWQ9MTMyMTY2NA%3D%3D%2F" />  <param name="quality" value="high" />  <param name="bgcolor" value="#000000" />  <embed src="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http%3A%2F%2Fwww.nbc.com%2Fservice%2Fvideowidget%2Fparams%2FdmlkZW9faWQ9MTMyMTY2NA%3D%3D%2F" quality="high" bgcolor="#000000" width="512" height="354" align="middle" allowFullScreen="true" allowScriptAccess="always" type="application/x-shockwave-flash"></embed></object>	2011-04-21 21:32:00.000	2011-04-21 21:21:00.000	2021-04-21 00:00:00.000	1		http://www.ceelogreen.com/news,view_184.htm
185	2	Preview: Cee Lo's VH1 Storytellers			For their 15th anniversary season, VH1 Storytellers will air an entire episode dedicated to Cee Lo Green and it's going to be chock full of surprises! The show will feature Cee Lo performing a concert and telling stories in front of an intimate audience about his life in the industry, writing lyrics, playing with other musicians and his career. Get a preview of what to expect from Storytellers on VH1's blog, where they've posted a review and photos of the concert and filming, which took place in Los Angeles last week. <br />  <br />      <a href="http://blog.vh1.com/2011-04-20/cee-los-incredible-vh1-storytellers-set-is-chock-full-of-surprises/">Click HERE to read Cee Lo Green's VH1 Storytellers preview</a>.<br />  <br />        <img src="http://blog.vh1.com/files/gallery/cee-lo-storytellers-1303343464/ceelo-purple-500-1303403230.jpg"><br /><br />  	2011-04-22 16:53:00.000	2011-04-22 16:22:00.000	2021-04-22 00:00:00.000	1		http://www.ceelogreen.com/news,view_185.htm
186	2	Lollapalooza Line Up Announced			We are very excited to announce that Cee Lo will be performing at Lollapalooza this year! Tickets are on sale now and can be   <a href="http://www.lollapalooza.com/tickets/">purchased HERE</a>.   <br / ><br / >  <a href="http://www.lollapalooza.com/tickets/"><img src="http://flash.atlrec.com/thejoyformidable/lola.jpg"></a>	2011-04-26 23:23:00.000	2011-04-26 23:26:00.000	2021-04-26 00:00:00.000	1		http://www.ceelogreen.com/news,view_186.htm
187	1	The Voice			<p>Cee Lo Green joins Christina Aguilera, Adam Levine and Blake Shelton as a judge on 'The Voice', a brand new talent show in the US.<br />  <br />  Watch all the judges kick the show off with a performance of Cee Lo's 'Crazy'!<br />  <br />  <object style="height: 274px; width: 450px"><param name="movie" value="http://www.youtube.com/v/va-QvaSpWL4?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/va-QvaSpWL4?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="450" height="274"></object></p>	2011-04-28 13:56:00.000	2011-04-28 13:28:00.000	2021-04-28 00:00:00.000	1		http://www.ceelogreen.com/news,view_187.htm
188	2	Buddy Holly Tribute To Feature Cee Lo			Cee Lo Green, Paul McCartney, My Morning Jacket and Lou Reed are just some of the big names appearing on 'Rave On Buddy Holly,' a 19-song tribute album to the late musician being released June 28th.   <br /><br />  The cover versions aren't the typical note-for-note renditions but instead artists "clearly felt free to explore radically new interpretations. Cee Lo's exquisite vocals echo among handclaps and percussion on his epic reading of “Baby, You’re So Square.”     <br /><br />  Other artists include the Stokes' Julian Casablancas, Florence And The Machine, and the Black Keys opening the album with 'Dearest.'   <br /><br />  Holly, who would have turned 75 this September, is best known for hits such as 'Peggy Sue,' 'That'll Be the Day' and 'Rave On,' among many others during the 1950s with his backing band the Crickets. Holly died on Feb. 3, 1959 in a plane crash following a performance with Richie Valens and J.P. "The Big Bopper" Richardson. He was 22.	2011-04-28 17:32:00.000	2011-04-28 17:28:00.000	2021-04-28 00:00:00.000	1		http://www.ceelogreen.com/news,view_188.htm
189	2	Billboard Music Awards			Cee Lo Green has been added to the stellar lineup of performers for the 2011 Billboard Music Awards, which will air on ABC Sunday, May 22, from the MGM Grand Garden Arena in Las Vegas at 8-11pm ET/PT. 	2011-04-28 19:56:00.000	2011-04-28 19:28:00.000	2021-04-28 00:00:00.000	1		http://www.ceelogreen.com/news,view_189.htm
190	2	Be In An Audience With Cee Lo!			  Cee Lo is getting ready to tape his new talk show “Cee Lo Green: Talking to Strangers” for FUSE TV and we are looking for fun, energetic music lovers to be in the Audience! “Cee Lo Green: Talking to Strangers” is a talk show featuring some of the biggest artists in music being interviewed by Cee Lo himself! This season will feature some HUGE guests as you will see below.<br /><br />    If you would like to secure an early spot to a taping, please read below:  <br /><br />  DATES AND GUESTS: <br />  May 5th: Estelle<br />  May 9th: Grace Potter and the Nocturnals<br />  May 10th: A Very Special Guest<br />  May 11th: Keri Hilson<br />  May 12th: Lupe Fiasco<br />  May 13th: A VERY Special Guest<br />  LOCATION: Los Angeles, CA (Exact location given upon being booked)<br />  TIME: TBD, but around 1:30pm. Please be available ALL DAY before submitting to a taping.<br /><br />    Want to reserve a spot? <br /><br />    Email us at:<br />  Tickets@GothamCasting.com<br />  Put “Cee Lo” AND the date you would like to attend in the Subject line. For Example: “Cee Lo 5/5”. You may request up to TWO dates you’d like to attend.  <br /><br />    In the email, include the following:<br />  NAME:<br />  AGE:<br />  PHONE:<br />  EMAIL:<br />  GUEST NAME AND AGE: (You may bring TWO guests with you)<br />  Upon receiving your email, we will follow up with more details, including Celebs that will be at your taping, shortly.	2011-04-29 18:21:00.000	2011-04-29 18:29:00.000	2021-04-29 00:00:00.000	1		http://www.ceelogreen.com/news,view_190.htm
191	2	Get Cee Lo On GetGlue			Can’t get enough of Cee Lo? Check-in with GetGlue.com to earn exclusive stickers. Get the app, and start checking-in <a href="http://getglue.com/apps/ceelo">HERE</a>. 	2011-05-02 18:08:00.000	2011-05-02 18:02:00.000	2021-05-02 00:00:00.000	1		http://www.ceelogreen.com/news,view_191.htm
192	1	Capital FM Summertime Ball			<p>Cee Lo will join some massive stars at Wembley Stadium next month, 12th June, for the Capital FM Summertime Ball.<br />  <br />  Tickets are now on sale <strong><a target="_parent" href="http://tickets.capitalfm.com/" style="text-decoration: none;">HERE</a></strong>!<br />  <br />  If you missed it before, you can check out Cee Lo's Capital FM session, which includes performances of 'I Want You, 'It's OK' and 'Bright Lights Bigger City', below:<br />  <br />  I Want You<br />  <object style="height: 257px; width: 400px"><param name="movie" value="http://www.youtube.com/v/8srxKMGnskU?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/8srxKMGnskU?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="400" height="257"></object></p>  <p><br />  It's OK</p>  <object style="height: 257px; width: 400px"><param name="movie" value="http://www.youtube.com/v/n3YWiwd1rwo?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/n3YWiwd1rwo?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="400" height="257"></object>  <p><br />  Bright Lights Bigger City</p>  <object style="height: 257px; width: 400px"><param name="movie" value="http://www.youtube.com/v/ktXwEM8oq0Q?version=3"><param name="allowFullScreen" value="true"><param name="allowScriptAccess" value="always"><embed src="http://www.youtube.com/v/ktXwEM8oq0Q?version=3" type="application/x-shockwave-flash" allowfullscreen="true" allowScriptAccess="always" width="400" height="257"></object>	2011-05-09 15:45:00.000	2011-05-09 15:09:00.000	2021-05-09 00:00:00.000	1		http://www.ceelogreen.com/news,view_192.htm
193	2	Cee Lo At Beale Street Festival			Turbulent weather and a rising Mississippi river weren't enough to derail the legendary Beale Street Music Festival which took place over this past weekend in Memphis, Tennessee.  <br /><br />  While Fuse was there they caught up with Cee Lo, Wayne Coyne of The Flaming Lips, and Ziggy Marley.  <br /><br />  One thing was certain... the show had to go on!  <br /><br />  Watch today's Fuse Noise below. <br /><br />    <embed src="http://player.theplatform.com/ps/player/pds/9AcddAnUGI&pid=K0OPAYLFC_DoVbmh_ykmuIJQR8MSQdVi" width="420" height="356" type="application/x-shockwave-flash" allowFullScreen="true" bgcolor="#ffffff"/>	2011-05-09 15:55:00.000	2011-05-09 15:09:00.000	2021-05-09 00:00:00.000	1		http://www.ceelogreen.com/news,view_193.htm
194	2	Cee Lo Turns 'Forget You' Into 'Thank You'			Cee Lo has given his own song 'Forget You' a complete overhaul to create a new version of the track as 'Thank You'. The makeover comes as part of a national campaign for Duracell's "Power of Those Who Protect Us" program to benefit the National Volunteer Fire Council, a nonpro&#64257;t group representing the interests of volunteer &#64257;re, EMS and rescue services. The renamed "'Thank You,' is available for free download via <a href="https://www.facebook.com/duracell">Duracell's Facebook page</a>.  <br /><br />  Not only is Cee Lo hoping to raise awareness for America's volunteer firefighters, but it's a cause that hits close to home.    "It's a very noble cause, and I connect with it very, very personally because my mother was a fireman as well — one of the first black female firemen in Atlanta, Georgia, so quite a historic accomplishment," he said.  <br /><br />    Watch Cee Lo talk more about this great cause below. <br /><br />    <embed src="http://media.mtvnservices.com/mgid:uma:video:mtv.com:650231" width="512" height="319" type="application/x-shockwave-flash" flashVars="configParams=vid%3D650231%26uri%3Dmgid%3Auma%3Avideo%3Amtv.com%3A650231" allowFullScreen="true" allowScriptAccess="always" base="."></embed><div style="margin:0px;padding:4px;width:500px;text-align:center;font-family:Verdana,sans-serif;font-size:12px;"><a href="http://www.mtv.com/ontv/" style="color:#439CD8;" target="_blank">MTV Shows</a></div>	2011-05-09 17:05:00.000	2011-05-09 17:09:00.000	2021-05-09 00:00:00.000	1		http://www.ceelogreen.com/news,view_194.htm
195	1	The Graham Norton Show			<p>This Friday, Cee Lo will join Snoop Dogg, Cuba Gooding Jr and Elle Macpherson on The Graham Norton Show. <br />  <br />  Make sure you tune in to BBC1 at 22:35 to watch his interview and a special performance of 'I Want You', the next single to be released from 'The Lady Killer'.</p>	2011-05-16 16:44:00.000	2011-05-16 16:16:00.000	2021-05-16 00:00:00.000	1		http://www.ceelogreen.com/news,view_195.htm
196	2	Cee Lo On Fallon			Cee Lo stopped by Late Night With Jimmy Fallon last night to talk about the success story behind 'F**k You' and what it's like to work with Christina Aguilera on The Voice. Watch below!<br /><br />  <object classid="clsid:d27cdb6e-ae6d-11cf-96b8-444553540000" id="dmlkZW9faWQ9MTMyNzczNg" width="512" height="354" align="middle"><param name="allowScriptAccess" value="always" /><param name="allowFullScreen" value="true" /><param name="movie" value="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http://www.nbc.com/service/videowidget/params/dmlkZW9faWQ9MTMyNzczNg==/"/><param name="quality" value="high" /><param name="bgcolor" value="#000000" /><embed src="http://www.nbc.com/assets/video/5-0/swf/DirectWidget.swf?CXNID=1000004.10045NXC&widID=4727a250e66f9723&configXML=http://www.nbc.com/service/videowidget/params/dmlkZW9faWQ9MTMyNzczNg==/" quality="high" bgcolor="#000000" width="512" height="354" align="middle" allowFullScreen="true" allowScriptAccess="always" type="application/x-shockwave-flash"></embed></object>	2011-05-17 18:48:00.000	2011-05-17 18:17:00.000	2021-05-17 00:00:00.000	1		http://www.ceelogreen.com/news,view_196.htm
197	2	VH1 Storytellers Sneak Peek			<p>For their 15th anniversary season, VH1 Storytellers will air an entire episode dedicated to Cee Lo Green on May 20th at 11PM EST. Get a preview of what to expect below and don't forget to tune in, you do not want to miss this!<br />  <br />  <embed height="319" width="512" base="." allowscriptaccess="always" allowfullscreen="true" flashvars="configParams=vid%3D653011%26uri%3Dmgid%3Auma%3Avideo%3Avh1.com%3A653011" type="application/x-shockwave-flash" src="http://media.mtvnservices.com/mgid:uma:video:vh1.com:653011"></embed></p>  <div style="margin: 0px; padding: 4px; width: 500px; text-align: center; font-family: Verdana,sans-serif; font-size: 12px;"><a target="_blank" style="color: rgb(67, 156, 216);" href="http://www.ceelostorytellers.vh1.com">Cee Lo Green Storytellers</a> - <a target="_blank" style="color: rgb(67, 156, 216);" href="http://www.vh1.com/artists/az/cee_lo_green_1/artist.jhtml">Cee Lo Green</a> - <a target="_blank" style="color: rgb(67, 156, 216);" href="http://www.vh1.com/video/music.jhtml">Free Music Videos</a> - <a target="_blank" style="color: rgb(67, 156, 216);" href="http://www.vh1.com/shows/storytellers/series.jhtml">Storytellers</a></div>	2011-05-17 23:10:00.000	2011-05-17 23:17:00.000	2021-05-17 00:00:00.000	1		http://www.ceelogreen.com/news,view_197.htm
198	2	Cee Lo Picks Up Two BET Nominations			Cee Lo has been nominated for the Centric Award and Best Male R&B Artist in this year's BET Awards! Find out if he wins when the awards air on June 26 at 8PM EST.  <br /><br />  See the full list of nominees on <a href="http://www.bet.com/shows/bet-awards/2011/nominees/best-male-r-b-artist.html">BET.com here</a>. 	2011-05-18 19:33:00.000	2011-05-18 19:18:00.000	2021-05-18 00:00:00.000	1		http://www.ceelogreen.com/news,view_198.htm
